281.52,164.56,79.101,153.03
281.82,164.91,78.409,152.25
282.1,165.19,77.844,151.69
282.37,164.74,77.239,152.53
283.48,165.07,75.112,151.98
283.62,164.41,74.819,153.31
283.04,162.62,75.993,156.88
282.43,160.82,77.205,160.52
281.8,159.06,78.433,164.05
281.19,157.26,79.626,167.64
280.58,155.64,80.886,170.95
279.97,153.96,82.118,174.31
279.33,152.29,83.35,177.63
279.48,151.79,83.073,178.66
279.59,151.35,82.829,179.56
279.78,150.79,82.478,180.68
279.89,150.33,82.238,181.6
278.91,149.81,84.221,182.64
277.94,149.26,86.148,183.74
276.91,148.82,88.197,184.65
275.97,148.22,90.105,185.84
274.93,147.73,92.129,186.79
273.96,147.23,94.129,187.83
272.97,146.68,96.094,188.92
272.74,145.85,96.557,190.6
272.53,144.97,97.004,192.37
272.3,144.09,97.438,194.16
272.09,143.2,97.852,195.96
271.85,142.36,98.365,197.63
270.83,140.32,100.41,201.71
269.75,138.34,102.55,205.73
268.87,137.19,104.3,208.01
268.07,136.03,105.92,210.37
267.18,134.89,107.67,212.66
266.36,133.75,109.35,214.98
265.55,132.62,110.98,217.25
265.52,132.62,111.06,217.25
265.49,132.62,111.1,217.28
265.31,131.81,111.52,218.98
265.1,130.97,111.94,220.66
264.89,130.15,112.34,222.34
264.64,129.32,112.77,224.04
264.42,128.46,113.2,225.77
264.22,127.62,113.61,227.51
262.94,125.46,116.18,231.9
261.9,124.1,118.29,234.72
260.82,122.76,120.43,237.44
259.73,121.41,122.62,240.23
258.68,120.06,124.79,243.0
257.57,118.71,126.98,245.82
256.54,117.36,129.09,248.59
256.07,115.65,130.04,252.01
255.54,113.97,131.08,255.46
255.05,112.29,132.07,258.83
254.56,110.57,133.03,262.29
254.04,108.91,134.09,265.72
253.56,107.17,135.04,269.21
253.12,105.46,135.98,272.68
253.1,105.44,136.08,272.74
253.12,105.41,136.14,272.85
252.71,104.38,136.95,275.01
252.29,103.33,137.78,277.21
251.84,102.29,138.64,279.43
251.4,101.27,139.55,281.59
250.99,100.22,140.33,283.79
249.15,98.123,143.92,287.75
247.31,96.022,147.51,291.65
245.92,94.943,150.34,293.52
244.53,93.875,153.11,295.31
243.09,92.788,156.01,297.15
241.51,91.726,159.0,298.96
239.83,90.645,162.15,300.79
239.88,90.645,162.18,300.8
239.94,90.652,162.23,300.84
239.99,90.61,162.25,300.92
238.45,90.234,165.36,301.72
236.87,89.847,168.58,302.57
235.29,89.447,171.72,303.37
233.72,89.081,174.8,304.11
232.11,88.669,177.92,304.97
230.48,88.271,181.09,305.76
228.92,87.888,184.18,306.59
227.56,85.865,186.92,310.59
226.21,83.809,189.61,314.62
224.83,81.772,192.34,318.63
223.46,79.732,195.07,322.62
222.12,77.713,197.8,326.59
220.68,75.662,200.61,330.7
219.24,73.566,203.47,334.88
218.57,72.563,204.81,336.9
218.03,71.535,205.98,338.99
217.27,70.489,207.45,341.15
216.55,69.447,208.84,343.34
215.86,68.386,210.26,345.57
215.15,67.307,211.72,347.84
214.47,66.256,213.2,350.03
214.47,66.23,213.39,350.18
214.52,66.198,213.63,350.34
214.59,66.177,213.72,350.48
214.59,66.16,214.0,350.63
214.61,66.138,214.25,350.8
214.68,66.132,214.35,350.94
214.65,66.093,214.57,351.07
214.64,66.087,214.75,351.19
214.63,66.1,214.89,351.27
212.13,64.706,219.54,353.9
209.66,63.352,224.08,356.46
207.25,61.989,228.54,358.97
204.75,60.623,233.06,361.51
202.22,59.261,237.62,364.0
